;>999999999>strobert,>999999>Toaster,>999999>alestone,>999999>DDrew;96283
0000df255fe113b1098ae1ca579ff03b2f4e477f9dc55ae42529b6e1c6cec43e;miningbonus>1>alestone;191d
0000932a63e973435127bfe2eddfda61b1f2cab249ef3dcc921e73abfe9fdb60;miningbonus>1>alestone;c9b
000070b9c3641ba4885e2aab860d552c531076d21d97a425d7034596e3dc1d6f;miningbonus>1>kek;b668
00002b9fcd68b0d17d945feef74f9a45a3b50c837d48237b8b82c7be94abdc8c;miningbonus>1>Konstany;29835
0000ec26ff23cd5d94d353a523171c099329ec0113a70b4c34570949809ed210;miningbonus>1>alestone;ccda
000074ade91d4314977bdff7b92f723afdf04620de794748d4420201ee6e57ee;miningbonus>1>kek;c6b6
0000dff45369dbc7fc286c120bf6382e312778b1c880f576cecfe68b592e87e2;miningbonus>1>Konstany;7b3c
00002af422f26cdaff888861c334f5c2ad87e71efd75d6ed1ad357dca9146be4;miningbonus>1>kek;9de8
000023e3b2c558dfbb986bcd53f505a4afb118ed1cde85b5e4a7b44340e0723c;miningbonus>1>alestone;a046
00008de69e8664efff2d6dd6a239adc1c9e0acf80b9767563f51fbe1cde1d34f;miningbonus>1>ShelbytheHockeyPlayer;274b0
0000c17776b0dae73d1153ec5b45427cd42fc990994c842e20abfc7f5244e0dd;miningbonus>1>Konstany;f4b6
000012b29849cae378662b5054eb75617e81edac0ba36526c7cebdeb5b85c0fd;miningbonus>1>alestone;752
0000ff384b539287796f29422e02ea347ec2a6b4ff4568955fc115fd765d82a9;miningbonus>1>alestone;48d4
0000cc115d08bd2fc60e729228e4cf93932128f633006ca9f155893dac20b0c1;miningbonus>1>Konstany;13367
00007f2280583542b93bcf1783e02c959d9091214c8cc7aa1c71ae19a947479f;miningbonus>1>kek;1bdd2
0000035ffae577a0ee1fe43786c4bf19bbf2bca5c8f52155097d0db68fb02f1b;miningbonus>1>ShelbytheHockeyPlayer;16bd8
00004b71c1c2ca7075093363445aad746e05e8ce7b7e603186a31e74dd8b327a;miningbonus>1>Konstany;9618
00007b1b625cf623f0bbc8b940da4d7903ac0cdda2593ac2e01951ddcb96496b;miningbonus>1>kek;e247
0000a27115cde8c0bea7013e3344239146d3a0a8e46bd90b56765a110677d8c7;miningbonus>1>alestone;1c291
0000c21e68495cb66b1dfe006516e0d5e57388af49aea15b5024041f6bb625f2;miningbonus>1>Konstany;dd
000098652cc75e82c4991b7c643c7ee36834061d8482b841e5cd8cb8f60f88a1;miningbonus>1>kek;249f
00007c805e5aec43a6cff673dacd4796747dfcb7f9e576d08379f046019fc029;miningbonus>1>alestone;918a
0000476535b86c345cccd80830b1c5214799b469a79ba54462eeaf212506641b;miningbonus>1>Konstany;408f
00000f86c9bb09ad3032a4c48f861ef0b9940ab1955a2cb36d440fa3354d330b;miningbonus>1>ShelbytheHockeyPlayer;cb94
0000754a0ec1833b020dfe8d45cb9e7828012cf10ef4998dca92a7b3b9666eff;miningbonus>1>kek;455c
0000bc0d5cee3be32f9d72fd3bf829f5d8140090af2888aaf93e7a5a306f8b0f;miningbonus>1>alestone;e38a
00000edf34e3eae401fc0bbd26fff10e5ca74766dc3bc50496f0dd447ffb229b;miningbonus>1>ShelbytheHockeyPlayer;4b0f
0000486ccd48155c71b81441c78fc8f69f121c5a8830bbe322bba2021ce13135;miningbonus>1>alestone;1d9c
0000827c87e2201875606729f7bbfbc0de48896f63ba51adddc0c3e12986c6ad;miningbonus>1>Konstany;2284f
0000001c6f5215ec5877a8b8641b6b6e0effc489899bf1477520d805899778cb;miningbonus>1>kek;1c56b
0000166c5217ee0b2f118fe453303730e458289a719d54e034f21c82cb8e1148;miningbonus>1>kek;aa59
000072f8c366aa17f00a6221ca0ec6632bbd8cf9ae0ba6e063be129b26689f60;miningbonus>1>alestone;181b8
00004a1c921e4e6031ebb3e865e13447b8b3d9aec02f0ac991f4e4586c83da8a;miningbonus>1>Konstany;227a4
00000f31144128be7fe41eb92dc1f20c4623e6681e9464323f6d44de6e58685f;miningbonus>1>kek;fd66
00000a83a7103017484ac54eceaabce27e323f62b2a9d3ff591412e5561011b9;miningbonus>1>alestone;c27d
000018b102aa514488039fc67a3447f62abb33e6e7d1e0baa4ba2a2e4923e871;miningbonus>1>Konstany;6e1c
00004ca906b0f510599b277d788dcc8f882e9b4ccc4d3960c8c735c4fab5ddac;miningbonus>1>ShelbytheHockeyPlayer;25747
0000fe04cb4e292dca3968a349fd43b63294b74da6ce862ffac770e90d5dc3b9;miningbonus>1>alestone;2733
0000bc511aca8c5ed3efc263c8f1e65eb347ad37df2748da76d1237c931f086b;miningbonus>1>kek;a436
0000834cb33bec9a3a9de6cc70a105b81cefdb1870183279e334e98907f87192;miningbonus>1>kek;52f0
000052c9366e5f5c9ff862954220295944fff284aa500f80aef3c1b35bb94900;miningbonus>1>Konstany;11102
00008acd4712533cb41c2179bef7f761b2a1d0a6c8db9fd6e655b445708427ed;miningbonus>1>alestone;12a5e
0000c5f4630cda935bd8b5eb5dd024c941daa85310e7b80d947f9bb7233bb236;miningbonus>1>Konstany;339b
0000dbb7f8377936519b099a647d1676ddfd3b2e91081b762c0a99d8784e517b;miningbonus>1>kek;d1d6
0000626e1b876b7af4f25bd9d405d5deefadb8ae0cc055d2075b01e9fdf2149a;miningbonus>1>alestone;5ef1
0000712ff7eff9a953843748caa9a72102b3c1dd1f08b41e8235f57035b60d3f;miningbonus>1>Konstany;5a2
00005ea595211a1f5be4cefca90021236289a581b534d71319001506ac9a06a9;miningbonus>1>Konstany;6919
000078713cbcfd4ac23c544465b9d869c61e066a8cf8a42992423fdcb3cfebe0;miningbonus>1>alestone;6b61
000036a8db9a768d86e0562b9bf03ed00b0546a33dedbea3511dbf06a549c2d2;miningbonus>1>alestone;7411
0000164da0cabaade67debce570fc33ed2f40a74e3fb8f7fb6fd69c3b1266f83;miningbonus>1>Konstany;15e1b
0000895b9219d2e2f9a9aa42070187b9d0b4212b2e839095ecb2f80782168a8a;miningbonus>1>Konstany;33e0
000088a34cc6ca2852e9363ec8156056e649d47f1ecce354117f8407d812db1a;miningbonus>1>alestone;1a1eb
00001b4c31d5870711f6d9053d5aa66b2e624965d3b6d9cafb191b4cc1be01b6;miningbonus>1>kek;52733
0000a0257d880fc0b7e7216082981891ec93f2518d4d22717887f46a828be80d;miningbonus>1>Konstany;1de6
00000a6283cb18fdc2fb9c0c9124d746a1d98ca9f98326f2280561c8e0e816ce;miningbonus>1>alestone;f3b
00001c4e70bff7c440d669b778b340f64f27bac20c1ad20f5df41ac16dd734f7;miningbonus>1>ShelbytheHockeyPlayer;462bc
00004563ce54a1b3a151dc17088f3906395c65ce11c6394a3206731d328ea922;miningbonus>1>kek;1dd3
000078f4641f3c18b6fa36151426d686bcdc5ba4fe83523c6d38bd548bc8672e;miningbonus>1>Konstany;5275
0000c0c421e2448922c0345dcdaea7d53c15ebedde79ed8564e42dc30862e974;miningbonus>1>alestone;6361
00005f201c5adfa0aed2e4fa29afa52f373c2fc3e54d2857106ab5554819a635;miningbonus>1>kek;90d5
0000bc13247ebe106ee1007d928f3d864addb39497e7fd76ee7ecc71e5c115d6;miningbonus>1>alestone;522f
00003f3d68218bb50772762a4a53272dea510838cb61b6a428bd8dcdfbfe9b13;miningbonus>1>ShelbytheHockeyPlayer;b28c
00009dfd370d43625150d21227ed5f54ac3fe22faf23d6e72d70250c95d69611;miningbonus>1>kek;8d32
000013339f6c407b9857f5d777b411cb2071a39962d9650b045d6cbedb2a332c;miningbonus>1>alestone;17372
00009563bab3b5332ce3ef35197e863bbf94aefa84a8cd3fefb3b5ec146440f6;miningbonus>1>kek;7761
000098dd498966e4d0a527f93bc4d2f44a5071da6e032f66c5651f4c7b71317b;miningbonus>1>ShelbytheHockeyPlayer;116c5
00006e1e7169e02cc489b40b21365d7150acd2708431dd5621365c300f9db9c2;miningbonus>1>alestone;a927
00006c8be64ada1f97fe7bc77f28828d446208d2bbba74e4cb071232c000eec3;miningbonus>1>Konstany;2e7a2
00002d396c5cc4560bf1bb4aae7346e993b2192675a4e9e000fcbb4c351b666b;miningbonus>1>kek;123c9
0000f33fed6e3e6680f66316c476ead45327e998a60320a8dc81055e0e564541;miningbonus>1>alestone;3ab0
0000c7e8846fe3a9bd73c984b23d0672d6e31316abe086e120f473bb293879c4;miningbonus>1>ShelbytheHockeyPlayer;47fe
0000ec9898a2d63fe0a883835680671aa65c6ab296b94133ca4a1c4a56b5cc18;miningbonus>1>kek;1122b
00000784d1a6d41a70b73f507a55c3fe9802074a01413a8de9b39f2eb1b292ac;miningbonus>1>kek;4f42
00001f7f0a949b1813577c44b0fc2bcd8dca8830d4dffabc8d2cd1bb3ccf668d;miningbonus>1>alestone;207f3
00000dd2f80b26ffcfc078b00a62b5ebbbca0e55a0083ccaccc28243ea4bd4b5;miningbonus>1>alestone;9c67
00009944cdcd92bf6909349d1b817fd03f1c044992a573c0885738d906597060;miningbonus>1>ShelbytheHockeyPlayer;1922d
0000e1001247fe74b77e98c13013471a6f8352b8a96efa35360abcd15ba9d5e4;miningbonus>1>Konstany;23df0
00007337e12caac69df0e04bc9e70b3889298380d5de139447d1218c0cbe7398;miningbonus>1>kek;23b94
00001bce3942e1a292a42dada60ee1966d00f2a465a127b87e6651bf2bcb43d8;miningbonus>1>kek;2f8f
00001fadcb93b0636cfdbf14d4d049d90939f2050bc2225f13a2204207984361;miningbonus>1>alestone;1a574
00006a50953467465db94f7e97608b8c5aebf36f7f91aea1adb7209446b5d5c4;miningbonus>1>alestone;c5fc
00007dcdf9640e0fa5bfeb389e9300bc9c8c8d90e9702697bc0f3ce1cb85fedb;miningbonus>1>Konstany;17e49
0000d3b54609752aa35cafe61c5749e1ab9faec0ef865c9af59fce3a4a8cbb59;miningbonus>1>kek;19f3c
0000d2fc94e3af89e705ddc58fd72d00e44995bcf23a36b0712da75ff2bd7077;miningbonus>1>alestone;2725
0000ccb64ecae952c6cb3938c0d13bec9c5e1f59ecbea4790290693f79b42c2d;miningbonus>1>Konstany;50e0
000059c986921e4aa34cc27a52f42517b6643c7d88e804f9582933b449802daf;miningbonus>1>alestone;7b1e
000050503b05e39b42c1574cf7f82a61296dd0f0147375359d197dd9ea7edf77;miningbonus>1>ShelbytheHockeyPlayer;290af
000062d749efd96081ea81e8ec1049092ddedf4bdb588c9d59f5dab33c127143;miningbonus>1>kek;11849
00007581098b706f76d548488e39fdbe1baaba62dd06d4dec2fe815b5385a441;miningbonus>1>Konstany;3195
0000b5b15b6077d45edbdc921ecef81f2aeb4afcdd29f18669e814993615f2b4;miningbonus>1>kek;b165
000088d821d9e7ccc7719874eb58e4ad4babebead3ee482462da5950f5c44b9c;miningbonus>1>ShelbytheHockeyPlayer;ac4f
00006372c632848300c4132510eb8bb138c6e20d7653ea63073074a3e814ce21;miningbonus>1>alestone;2248e
0000e7b5b8ec60b61b964997dc8de5bea5c1329fe9af47a1e877ceecabea8e04;miningbonus>1>kek;1a7c4
00001a857529ed338eb9e3c98a71a3f38ba04d503b346b546aef1410ee780bc6;miningbonus>1>Konstany;1d616
0000de3d90443d325391bfb4d6e93f2a16e8c54a6bdfe646c1d0dc1d2fdb9f66;miningbonus>1>alestone;fc2b
00002228ead410bab7e1634968bd6c7e157b5bfb7715410301b4cd24d83465bf;miningbonus>1>ShelbytheHockeyPlayer;1355b
00008ab8314e512b67145aa9ae7ff265ab187935a016c549e4ece33571953358;miningbonus>1>alestone;eccd
000063df74a4e8b7c62ef4c3a83d353e1f66432e2d6c3c63b20ec6d6c3d7f190;miningbonus>1>Konstany;f2c5
0000f5ebe4ac92b793e598af5896f82e68c045cc8cb7913460a781ad66a983da;miningbonus>1>kek;23228
0000b3cbeb382f65cbfbef8d5645240b2a472e665c08cd839f8fc9b5eaf8dc25;miningbonus>1>alestone;acbd
0000d6e7a56bb25d6ef670e3f41b6051136bc06bbdfcde38532b6e2c4412c3b8;miningbonus>1>ShelbytheHockeyPlayer;6f5d
0000f8cb2e5f58dc7be288d51f2530c34a2d442c7cae699a746cb720d721f02e;miningbonus>1>Konstany;9dd6
00005f6dbf9e25702d496a40245da97ad590c5cf118df163f8a186b04010987b;miningbonus>1>alestone;a2e5
0000556d7b54c00f830847243a400de14d75be4a27d77ce8396585abe50680b5;miningbonus>1>kek;30672
000053f2e06c9c69a969b7f012efd8538b3d4df9efb37902504dd1d91901de04;miningbonus>1>Konstany;1b7f
0000e64db95b79b36058bb4f9f0c2071e581108fe6b2b92894b838a4888e5a46;miningbonus>1>ShelbytheHockeyPlayer;2722a
00001d9ca326c478f2d27893ee2fd2cf9ba65f096f3b4008448ca3676baeece3;miningbonus>1>kek;355e1
0000fb7dcec0698af6dbde25a923386e5a190e19f599222fea039edcaf0af28a;miningbonus>1>alestone;4c7dd
00004d21ee4237984d20a5b8a889a9c769207f794c02263de29bf14753f14e3a;miningbonus>1>Konstany;37bf7
0000cf57c3174e865576b12cf932694750f3f218d5c632f8a20c4baa9104c32a;miningbonus>1>alestone;2e4a
00004c30b5a31124e1d2e7c988d4c96edf44cec72ccc293e9068bcd361712073;miningbonus>1>kek;83ce
0000faec1707242386fc903bf98f911d76d730c40baeadcb444908a015cd3f3c;miningbonus>1>kek;6aea
000029c36fc5f143ed00aacfbcbba56e98b31e75ff77be60138404463bd96475;miningbonus>1>Konstany;4f92
00001601f28be64cfcfdee4e5eb8c6ee2f308523fd1521c523d5f481548fca0c;miningbonus>1>alestone;10a6d
00005ad040073cee7a2f09859d8abd26b00a114056e0d2145e2da98d27523b5b;miningbonus>1>kek;25fa
000041a0ec5443e848fbe1661e7a2ac09dcce4815be5daf4c7c4ea320e5050ca;miningbonus>1>alestone;6484
0000c536aef59f217cf9f7623a8c3dbe1319266f596201a564ad28ceb9828a97;miningbonus>1>kek;5860
0000d040f31b4b9c74565fb8569389b5838e5bee424f6961217f632d2947a982;miningbonus>1>ShelbytheHockeyPlayer;28201
0000bf6a2310ab103b73a85ffa82c944e8e93e185035e0060206f3843d82996a;miningbonus>1>Konstany;1ac9a
0000dd35ff93e050e74e4448e43c939f279b441f79e9a740c2951720607be007;miningbonus>1>alestone;5b87
0000dec3dae924d5288e37ad9ae224ccbb3209c7df79aa22ab3d993f1f95a336;miningbonus>1>ShelbytheHockeyPlayer;3c5
000054007172dce93c9873ac5c68299ed45e0f0ddc230847bff8b0574d46c1d5;miningbonus>1>Konstany;a924
00006c93921e070526c9d2a56ff74b4b4746e86cf356a55068e8d37b111d59f3;miningbonus>1>kek;20bb4
00003ed84490dea594ee84ae5aeb86d064f504cc2e064c1db742f0f340e1d98e;miningbonus>1>kek;3037
0000b1e8634025ee43f455dc14fc19ef1c8eab64a0a0e6777bad3687d6c34c5a;miningbonus>1>alestone;2c8a2
0000e780e3bcdad891688079a79aae57f02a5a6a75e51a71599e8a7f743a88d9;miningbonus>1>Konstany;c392
00002940e916f95c3e1b8a0a8722beb7c97709eb0fb64efefefe53e9c8bfd2d1;miningbonus>1>kek;dbea
00004c6fa668bb15073553b34880f1e991896cb317c60a76076ccea77eceaec7;miningbonus>1>ShelbytheHockeyPlayer;1e737
00000526892d60c5d10375fc3352040f91e85aa0a6f654bb0be7e5dadde45a14;miningbonus>1>alestone;15b8a
0000f6bbe3ccdc1f2310b55639fbd9e6b86bd03def3de6819c8534af953cf4a4;miningbonus>1>kek;5750
000097a2002c351ad2c99e0a064862261bba7a1a878f80cf18fabd540266d663;miningbonus>1>Konstany;363e
0000dc20bc6d7bc488cd8a34a05b29b57fb805560dda6d0da5cc981a23abd1d4;miningbonus>1>alestone;39e5
0000479274c15717e58b6d302b54bce8a7dcc9cdd73dba40e1a30a71d8184930;miningbonus>1>kek;49f7
000032aa07f90e39b35d88b48085085c877ef5f0bea1e67bd72d81584b9542dc;miningbonus>1>ShelbytheHockeyPlayer;1eca
000073c77e35f7b37c0fba70885538fd8df3099b8ed685bc9140cdc29e594dbb;miningbonus>1>kek;9318
00004fa1f7a0ff22208198edd28132c13a82e0e624f1d16128dd56cd4f9f9d4f;miningbonus>1>kek;938
0000bee8b6aedafaf0fe2a18881f4c56dd56cb3b04fd830738bde499de6490b2;miningbonus>1>alestone;24583
00006854d4b80c665bb6ffc8da06489264aa4344778379c3d48d321ee84eebb8;miningbonus>1>ShelbytheHockeyPlayer;16c01
00003046b46dc56b3202a3846f0b3ff37c5524f30786495657940b6000e0de05;miningbonus>1>kek;c592
000086a008843ab5562a16b001b4331b2440b4f0ae2c8909184a8606dce0380f;miningbonus>1>Konstany;40f9f
00006752790af4221f3d0bdb96a39cb506f002bb02ac2b283532fc71edafb4db;miningbonus>1>kek;1652
00004dcfe67eee151d3ff04f2a35bb4ff72a873d012660237d258ae56b940bbc;miningbonus>1>Konstany;7ae1
0000e68755d564c4af2c9f4ab9717a24082e992898a6d782b3cf3ab422701171;miningbonus>1>alestone;258e3
00003ca83ebb2a908ea6a9efb06b8bbb0ed1bd04e7a6e1bea32722993ca5cc17;miningbonus>1>ShelbytheHockeyPlayer;b3d9
0000558183a392a36b1d2d218df051726b38185b429ef38bbb0551b5a77778fd;miningbonus>1>kek;c4c3
000021cf2d0460dc5d85ccf299df361416e3d34b1c3601d478404bcaea498051;miningbonus>1>Konstany;62ac
000091dc282f22e9f8cd2083c5edbaec861c11a0a4b9601e959d30c646150e42;miningbonus>1>kek;4839
0000309a738f5ab02e3b2cd0c9b940cb22ce2886cdc38512486e4156602c102b;miningbonus>1>alestone;f309
000059343eb23ee7a3ee1cdcd1c71e34233db8a6c7208a4fb4b2a125221bc34a;miningbonus>1>alestone;2234
0000e646b0241b9015ce7f7d3d23f083fe8a84e2acf2925e4dfb62ac5070944e;miningbonus>1>kek;b40b
0000d16e28a34d2c8b74240d2f57b1880e3725709f785d1429bf9ba8ba249437;miningbonus>1>Konstany;852
000015481898490476c47dbaa0e4aed4ee53ee94e579c7f50f15a0b10837b7e8;miningbonus>1>kek;5861
00004d2cc6908184ecdf586f4dbb41feed4f9b01681a5f6e2a914adbd86864f3;miningbonus>1>ShelbytheHockeyPlayer;1353c
000043d0dfabea21294c26571e19a7d73d970ee04538c7ba89771cc067165d96;miningbonus>1>alestone;134a9
000071bcced6b5852bd3aeb0849a6da5a189d25bf96b46254b15f4223ecd3bae;miningbonus>1>Konstany;99d7
0000caff96585df580b240281657b57dab9e3b9c29cdab3b3c67d8acffcbdd8b;miningbonus>1>kek;d5fc
00000ac187725fc1315039708c42791fe93c9cca22933751cbbfb6f22c88f6a5;miningbonus>1>alestone;6f64
00009278305071b14736ee41dd11faddf27595176570a4dfc43ec9d71cac886b;miningbonus>1>Konstany;8286
0000b0e43456160bcbc2be1e5a074742dcf65e06f6a90f27f18f7a3eba50129e;miningbonus>1>alestone;c9a2
0000a537098bd3b278f78801bb7d62a18540e78b7174d2b8a2f205c2b04b9271;miningbonus>1>kek;1d725
0000f5820c42351adab4b891feb0ab7dfd6b51d8e9df2ae1a9b7e3e976332942;miningbonus>1>alestone;abb5
0000c1e5d2aa2ed18a2b6e8b336fcfed8c8f426cf2ecf4afcca436072993b77f;miningbonus>1>Konstany;17882
000063f71ce032888068872dc0ebadda0db84afb64e67878fa328f91b89f3a45;miningbonus>1>ShelbytheHockeyPlayer;21cae
0000d6607b2e90ad2e7a32a6ab2b8f2e0f2f27b4fdea4e2b24a45379c1df8b25;miningbonus>1>alestone;1964
0000d2194894eec0226d4f503e88e06911abdb4d054cbc7f0e6bb7cfcb2356a3;miningbonus>1>kek;fc5a
00004fa12f2365ac7dc127e17a33a9ec3bb26b154390edd93a3a941230eb3780;miningbonus>1>ShelbytheHockeyPlayer;81ff
00003da10ed308ddc5178a694f032a0c824de2767a3286c92b2cb3fce629996f;miningbonus>1>kek;85fd
0000f0489c7dd973e0b48abb210a6cb8dc7134d0429e91c76ddf251238cb71eb;miningbonus>1>Konstany;1c794
0000e1c5a30e354e3ae637baa3713d2dad1fe04e6a38b68d7ecc1630122aa9ea;miningbonus>1>alestone;1eebb
00006bcbb8a9cce5bd062e4416522733a5073a7be1f70fe375fe986d6d1640d3;miningbonus>1>kek;4bea
0000443bce09ab966f6794957af05deafccbf1212d6a26245a111bd12645be0e;miningbonus>1>alestone;2a92
0000f93e989be262284701e928a0fb58ffb4cc402154fa5f4a15e964b98090dc;miningbonus>1>Konstany;a230
00000470f1b4d3484ee5ebce64a3c2777427b866b382c42287e406fad531c4bb;miningbonus>1>kek;117a6
00004bd6cbdcfba7689120b13eb3dbed8f8ac83fdbee53648b6e1abcb78056bf;miningbonus>1>alestone;863f
0000a24e03fd0690c05e44421d2cb6c55d177e74d0f5b2c8005d81e611a7c135;miningbonus>1>kek;8870
00000ba4a72896d4c87d14bca5e0f47e792f5d132b10655ba7e19fcb1840dd8f;miningbonus>1>alestone;6873
0000e892ed426d4d47bcc4af03933d6694ae950d19761d21d1f2949e9330ea63;miningbonus>1>alestone;5f6d
00006fe647ccbf6cd559d522ddf6fac6d8c8b6574041e2d3826d9899ac60b2bf;miningbonus>1>Konstany;2d6cf
0000b5d75d5303cb9d569a9894b7097aa3ada8c42197b780dd63fa782768d6a4;miningbonus>1>ShelbytheHockeyPlayer;39ad0
000049fd06a09f959d9f5b7c9a856d451b075b003df84e8c9984cf4f1ccbd23c;miningbonus>1>kek;159b8
0000fbc66940a237017578c678790e0b9619afdaedeac783142ed56484d62c35;miningbonus>1>alestone;56b2
00001fbad0c6725086f2a11cb9dd3b4716e4379214e62d035fe036c472286109;miningbonus>1>kek;ccae
0000778f1f22497b3df77f9a7981c33d3989012b5294ae4591c89ed121e967f0;miningbonus>1>alestone;543d
0000014d3d63b836a5622b01a4eaae60fed1d68e82b1935f51883495885cf715;miningbonus>1>kek;1d5d
0000d7c37edd1eb2f60e9b90af7a1b025a2435b89785fa53e3e09c5ce6fa25b0;miningbonus>1>Konstany;20266
0000e4f2eeca5916da1d301d9855cc608ce9bb5b4a6520178af37762ae5eb9c9;miningbonus>1>kek;2f17
00002a0e0c0ac406b0efc31d6dff5baae8ec4bc4c55690924e6149407210fb96;miningbonus>1>alestone;1d99e
000093baa57c470f5f1f93db75cb6086cafdcd56800211ddda35f9c7e8256b51;miningbonus>1>ShelbytheHockeyPlayer;2f4e0
00003798c1542f8054bd96e69a4817de73c4aea148968841a85c6027677aedd3;miningbonus>1>kek;159bc
0000d94aa68caba33a0628934774701316f092a41a1aa9272c2dbf2fef9b4403;miningbonus>1>alestone;296d7
0000b013ba9f97a6f044f7c9ae9e446fb54f08557b9be25d3aa03c8601c477ad;miningbonus>1>Konstany;3627c
00005f422fcf3beaca487d12ce0faa68eec4b572f82af1fd09c9b912be9af369;miningbonus>1>kek;21bfa
0000fef190848ba1b3f1d19f547108aba800dd44d772be13f588d86655234d2d;miningbonus>1>alestone;8e51
0000f695a9ea305322833031f25845366a006f8e810acb494a68557be8da5c63;miningbonus>1>kek;289b
0000997cbd930724a948de7bae1781128fb8dbc9935f9e4123c48d8bed6835be;miningbonus>1>Konstany;1103b
000087b8ad53e6e806a64376766e255dd757b0a44d15c01f0d5d68ea456ca383;miningbonus>1>ShelbytheHockeyPlayer;19586
0000b031dcf41d9034c00ee557cb81c2f059fbfd60f1d9e03d890e653ebd3380;miningbonus>1>kek;3778
00002b69dfa081a609f401c0d22a80d59db1e1a75b782a1c5bc1e9d6114262da;miningbonus>1>ShelbytheHockeyPlayer;b7b4
00002bd293a5e2d393b75b1aeda119be6efdaa3380613a5d0ceeaef2ddc975fa;miningbonus>1>kek;e423
0000d88a587722b8be5fd818c2ffac9ccd07ada49e291a697f073c7404c42846;miningbonus>1>kek;6891
0000cf9647107dd36b77326f64c16ef7c23892c65c93b1f530fff7b8034676c8;miningbonus>1>alestone;45f9f
0000dc89d893798901c7de466542e2e87a3feb68844e3c846658db3d34906f4d;miningbonus>1>Konstany;30ef6
000088e285e47967152fd45b2b268c2a3e1b3138f32ff957d72b7f71022cf3d1;miningbonus>1>kek;4ad6
00001f5b5c6bb6e2a00a2711f89aa37a59b69de46475022ffa9a893ca2861ff9;miningbonus>1>ShelbytheHockeyPlayer;dc7b
0000cb966b6a039d7fc4de39a7878ffd0f610dea2448f04371660db4cde3f72f;miningbonus>1>kek;3e9d
0000987fdb41530901e2dd553a1469382a400a12e4869aeb3099c9d098ec9c4d;miningbonus>1>Konstany;26a1
00007c09dba6db2f817437dd741c0927448e550dccf793ca5ecbe7e0d3d3f710;miningbonus>1>alestone;3a62
000071084924c323c2f53ff012bc8d06e53dfac56b3ea6517289358dd07275f3;miningbonus>1>kek;9d6d
000095677fa469b48b207e15dedcaa37616b7f4fa46e607de51bbc6af48e8b5e;miningbonus>1>Konstany;7ab4
00001a8a3558569615b6fc4cad00c86133c176c12f341e90df9ce185737aa44e;miningbonus>1>ShelbytheHockeyPlayer;fa0c
00007110927bf8ee62644233f7437a1ecd964bd2f020a3e193ff797a6b29977c;miningbonus>1>alestone;1a519
00001e3a1e6562632b6d0518875690853bb43c5a040c6e455c1d8c39e630e7a8;miningbonus>1>Konstany;11986
0000a703592bd7ad7ae503e54ab9c7aceebade596674b40b36c5029a70d12306;miningbonus>1>kek;21bf5
0000862661c2c981dd7ec24249d63f2929ec6087c8557bd1ddd79c90845393bc;miningbonus>1>alestone;10a2f
000076ae39b7903df824d2f45c0cafe983b11845f2ad40ba45c3d927138410f0;miningbonus>1>Konstany;d3a6
0000f6e580da82a4a9a08b3aae55c6398393b2e4e9fe2d2d20bb6e97936c6146;miningbonus>1>ShelbytheHockeyPlayer;16c99
000008380ad635d8123072bdf9abdc2712b23e21dd7d841f8a492df9df57e5de;miningbonus>1>kek;246aa
000052730cee5c1c9c4dc2d36f2272ee4a92d00dd3118cd669cf1d9715cc9fad;miningbonus>1>Konstany;b992
000030c455944ac1553f88696e568935af4d960d57c797f5aab3ddea2020693f;miningbonus>1>kek;18cc
000052692f22476f1f3c870812a3273ab93e4362f23dfa39e80148fc7a13cfcb;miningbonus>1>alestone;26b18
00003de302b580d3d3feb3e733cb27e25876d74d67215547903e893600f2b78e;miningbonus>1>kek;ecf
00007ec63ca01fb5ee4760545ad5a4cc41437fe32420b7fa6b75e5a1bf3f271d;miningbonus>1>ShelbytheHockeyPlayer;a82f
00005620162d79ccef9599aabd0baad3c5bb49c3d1a2423ae86a5e5102221db9;miningbonus>1>Konstany;6485
0000050669fa6e03c208ea3c350bdcda40ed30446019a26abc5050ffa5c087a3;miningbonus>1>alestone;53c0
0000846d53899b090e38afd0b707b36e5a8a0f261fff08b75701821bf8e9f156;miningbonus>1>kek;eec2
000036da47f1d49ad4705b91c4bfb3ed3232abd58b3c5a9aeb29d3aab4f16888;miningbonus>1>ShelbytheHockeyPlayer;a2d0
0000f57f792f7bb8a52c887be37ee9668474ea269c54052f69e7838d8abc4eea;miningbonus>1>kek;b87a
000049a3cfa105a1b3f31dce90d6f74c22dc87f76d52fcddde0eece4d64ecdaf;miningbonus>1>alestone;31cab
0000b2ac49d5b2027296986de9abb2ac0cf3dc660ee6e4a4c27219a589581e35;miningbonus>1>Konstany;36326
0000e6ff65e56243eeee0372bb4f47affce46555a21607c26a7256d9b0981164;miningbonus>1>ShelbytheHockeyPlayer;a169
000095a361bdfcc570af05c1f6dbc456c041663ff7cda00e499ab0d81b9727a9;miningbonus>1>joshS;1e87
0000e46c22a366955fbfae39139ba5fa32f3809fcaefcc5d0c690c5c08a9630a;miningbonus>1>alestone;3319
0000ddf39ae4ee30e5e422fb2d47f5e00265c8ca2154eaa0c455091bab8702ad;miningbonus>1>joshS;f89
000012a25993cb3cf623f4eaad87c1872e64d325802a5e6a5dcf32f1e44f4f82;miningbonus>1>Konstany;c63
0000d75cc9920e3a2595b8fc3029914802d104a5d0a69b52ed5b05400e9da083;miningbonus>1>kek;32807
