;>999999999>strobert,>999999>Toaster,>999999>alestone,>999999>DDrew;96283
000072d1ea54b1bc004bf8c07963753760283a7b9f86631efd3e7a8411112bd4;miningbonus>1>joshS;b139
0000fe7127848731e00c5da317d18c4a1731fd7454a0ec8dea197301c5b41198;miningbonus>1>alestone;2c42
0000445ddc66cb1696652cc1ee399c1a7f4c8e71c1928dbaba0e88b8a0b01a29;miningbonus>1>ShelbytheHockeyPlayer;24136
0000b75c3431f39fd4dcc803c9387ca13fc094cbb24a0830ab7cd770acd019f4;miningbonus>1>alestone;3b1a
000094348a7893b62f77e46f6d4a676c6c73599632cf67cb37d85538cdfdc90a;miningbonus>1>ShelbytheHockeyPlayer;10093
000046527be454a107aac25192115f2fda135260ea31ec657dc74905b2aacdb1;miningbonus>1>alestone;cb16
0000c38c393ecaa7f5bc49ad22d9a76fa5ed590208c225da6b7d97276386a974;miningbonus>1>alestone;9783
000096c52d5d9d3ff76b8d0d1fe0591292aa4b7dcb088e567296168acc47ced6;miningbonus>1>joshS;c25b
0000e00e6c41b27a701c8acc49e3a83c863bd2db9b2af2c2388e21d4a58270a4;miningbonus>1>ShelbytheHockeyPlayer;b20
0000c8b138762780b761f89fa46fc4443b82a4acb27af4ba77877bfe0d9fee49;miningbonus>1>Konstany;37e7b
000034ef8a8099828c7a09d3462ea1462b3fea177b1ab9646a5b9e055d395bb1;miningbonus>1>alestone;150c4
00001790522979549180af6ffbdde63f3cec90109fb2448159e1e4ca002f779c;miningbonus>1>ShelbytheHockeyPlayer;6175
0000e687998496c48b08556c12b9b4744932b4d8cac156b63acf28f326406b98;miningbonus>1>alestone;1506
000093c89b35ea54f5e21e5c72cfe7d91cd2eef8c383677abc2963860e35c17b;miningbonus>1>alestone;61fe
0000b9728faca5556232e442c37d6c6016b7442c324f1fcf683e964ea620f8d9;miningbonus>1>joshS;d848
0000452273a38663993f7fe437b167fcc3d580b1bc646cc0f1d1ba6046202893;miningbonus>1>alestone;cf4
00001be43f83e6ea6a00cadb56ffc5f4d39b151428a4cf349f2bfd6a2e8141e7;miningbonus>1>ShelbytheHockeyPlayer;16c45
000012dbd76a3801557f347b16af70e9658af6bde9924b9f8a35fb7b4ce4b153;miningbonus>1>Konstany;37cb3
00002e73188fb1df9e90b8e11382206a4cbcba64faa5140456b94592107383f5;miningbonus>1>alestone;3faa
00007c1c5a1dc4e4a13638fe49bbaa4607eb8540c8768421e858c94d3d83920e;miningbonus>1>Konstany;c65a
00008ece39cacf3bf43a44ace383ac4daf018602b7ce7e5cd91c77e73d1b419d;miningbonus>1>alestone;fa6a
0000d38abe71a32f0bd7739c9ec3b7c4854829a705a4508f9c59f1da85963834;miningbonus>1>ShelbytheHockeyPlayer;157ed
0000c58fe8ff927c66e5f20ea3c23b68418c0e5654d1e40d8d56417dc7f3d0b3;miningbonus>1>joshS;d144
00008161cddab32742c108f41faf0664a17ac1ec6426c2112cee41c7e763542e;miningbonus>1>Konstany;10142
0000eac009ce0f6329203d86b0d9b7df9b294663857aaf5d6dd6bd76f962f3f9;miningbonus>1>alestone;168fd
0000b2dc706dd57ee8a7e81626ff6603dda57d756e7ffe30623c9f38def54471;miningbonus>1>Konstany;1a13c
00002cc0612c0bbd396c319ae3a8f386897496940e97b8e79355c095f226d7d5;miningbonus>1>alestone;111a1
00004a23cf8d7288317281d4e0c7b19ce5c88d5a284ef74569d403a63efd7992;miningbonus>1>Konstany;33d
00001f3db2c5c45c0b3a1cd66b2d0adec143f09ff4b4019c585e62dd7726dac3;miningbonus>1>joshS;18546
0000d3bf93f4fb54ca8f6db440f3a9767f83f67f71e02044c9418e193abb8edc;miningbonus>1>ShelbytheHockeyPlayer;19a44
0000aad33277a0eaa467295c5b88c5783b9ec89c95bb63d0749f3b71fc5b6e3f;miningbonus>1>alestone;1e110
0000f3286b59db49281da52fb664ef0d821cacc623a44c4d58309b041cd141d0;miningbonus>1>Konstany;19233
0000fdbae8540da4dff1d06aab8d53f1023b728110a16c339642352182a1b442;miningbonus>1>ShelbytheHockeyPlayer;2a8a
00005ff17497843cb8f2f18976cd222e210f83f12c68605e5b4e5acd04384bb8;miningbonus>1>Konstany;1dd1f
000004d9766a672e8cda18e85bc461b15ec3fe728a4ed5a77af92ebd5393a1b1;miningbonus>1>ShelbytheHockeyPlayer;12be9
00002343aaccf6ec57f7a0236974091a9d4de7aa2e7aa02228ad16bb1fcc01e3;miningbonus>1>alestone;349ed
000088db3d65e108099e67e573edfc1174e5cd3101d501f6dd99e5426fa4a307;miningbonus>1>Konstany;5960
0000e05589f829466baf8be6fa7dc8ecd67ccb1d454da3715bdcd7cc44900ade;miningbonus>1>Konstany;b91
00006cb1990b2ccbea4730467d7a7931548eab0fa68ab894c9de0a3383f031cb;miningbonus>1>alestone;9380
00001dd7ddf5885a2fde321347161da8e2a2f77a54517799d64e6c4a72b16953;miningbonus>1>joshS;d82f
00009247450cae7aabfc2b20664ce558ce687dbdfec568f5ba995a4a9bf3500f;miningbonus>1>ShelbytheHockeyPlayer;116ab
00007e636e5f717f6d67f46a55da5d7d3309bde7a8a8f308bdfe4e69ff1e6b8a;miningbonus>1>Konstany;13f95
0000cbe2684c912ce7e8b96b0bd380172c1640fc6069c374175879e556b980cb;miningbonus>1>alestone;18ee4
000006b9870f07f90e9d0c3c05169313aea935c00b709e76ebeb48444d4e8241;miningbonus>1>Konstany;1cca
000004e6fe7f587ef67064e8657d55a617b70e1ffe873a270f24c054e2a2afd0;miningbonus>1>alestone;2f1a
0000da4ec7edcf2f7b224001f856ae60aedb866b0ac68a986c244a0cfb169446;miningbonus>1>ShelbytheHockeyPlayer;2744
0000df88a19af41f12e51943ab13e7d3cb21941d91e567e205db503c1a516519;miningbonus>1>Konstany;621e
000048dabd0ed7555f9e97bb5747d10214bfe69e9d8bc65810ee8290538550e4;miningbonus>1>joshS;9465
0000f47dec6a33bc71c083e8df8b9c6701b0a4b4708dcd9e4320d3b9918b5559;miningbonus>1>Konstany;462
000010c326d62b6fbc4b1d8124074b1f52713253bda9680229eb4ad6bfa74760;miningbonus>1>alestone;144cb
0000137ee5fccfec71b01a42db039d2b116b280bf3856dc8fcba8eb79d1a0539;miningbonus>1>Konstany;b8be
000068eff2ddaed5a074c01050b4f58b759d9b5baaa62d3b22dec05f64dc40b2;miningbonus>1>alestone;963b
0000b45d787d956779b60b9cde76a981514bed822285f28c60ff0759a3b50474;miningbonus>1>ShelbytheHockeyPlayer;15bef
0000940dddb001a99ed8034d3b322cf21c92b91c2d67872dd5cade835ff9056f;miningbonus>1>Konstany;6978
00004628a00e236ecf7557f88605ca4c4706293c91afd86fbdd9032e92e4e3d1;miningbonus>1>alestone;1975
000033452f44b65be59075613bccae1f3198da25acd5d14eb58766631cebd6ac;miningbonus>1>joshS;e5c8
00007b538f21b96e67518f4f0f9d42b5290eee08c3811e53c95849c5218d0000;miningbonus>1>Konstany;71d3
00000f781603bf4415035041cb5d71c8f3308328b5fb559768e7790b2ce62cbb;miningbonus>1>alestone;9ece
0000277a776fcaad7c551e11c258a32c7bbd919ef10246b08fa5aa3c51ebba54;miningbonus>1>joshS;15fe
00003240f00dc1520f18ca954161a085923fe0d51641776a8c19e9edf32054ea;miningbonus>1>Konstany;3afe
00004625bdfb1c0c7d2441f01642d79e9689c577907256f6ef402c01018a4958;miningbonus>1>alestone;f0ba
0000e04db8736c0dedd1f70e4704c9186fd274ff5e165872ad20d89ad622e29d;miningbonus>1>ShelbytheHockeyPlayer;1ccd3
0000c345fd0e0d1261f5477de5b66e3afdcd550adb9d76e30483ffb02563e6cd;miningbonus>1>alestone;419e
000022ac93cb2c0f8304c40e5134cb956e82b807836655ef1d9397c0031c0ded;miningbonus>1>ShelbytheHockeyPlayer;617e
00007276d06d8f657e5549a9de325104fbc77c3fa2662973bffdd6208e2b2f5a;miningbonus>1>alestone;24db
00000cbeef1f505abe96a4f81c8a4ed13bde205b124f2a13342514296f1637bb;miningbonus>1>Konstany;2df1e
000077c045db20ccc5ef0335088e3eb63897e63bd2c356f9754bc3da48bb29e2;miningbonus>1>Konstany;34
000028cfd9b39a0840152a4783c9af406f58b921ac564ee0ceade5c4bb6483e1;miningbonus>1>joshS;13900
000084e0cf6155585408aaa0bcca54e27549c4d9826aa69435991710f738a685;miningbonus>1>Konstany;3ca0
0000b664a06b431a85850d15e11948785cb5cf7290bc2be5889a36e4c33b92ba;miningbonus>1>Konstany;5400
000034de8a8a5f0ec8062e10cfed38f15e3a3872506f23d90176340b3ee61c17;miningbonus>1>alestone;38cec
0000a6459e7e957f38b3b5d1db2d0aa6bda12c678ecf058a822691ed37144af1;miningbonus>1>joshS;900a
0000978f855dbd33b53080b74679aab9e49307afa16f5fd29d3886783e5e0301;miningbonus>1>alestone;e07
0000e57b81093508be7eef9187c7635aedcee60a04e24d15f27e509bcb2c2842;miningbonus>1>alestone;2e40
00004cddd3fd3a53434aa7f952b31e7d4532549ab51a04023b2ac00f9a523382;miningbonus>1>Konstany;13e7a
0000abae9bb4e50e80b9ee3f7b6ff49a0cc6c02009949dc26f9224ef9b28df91;miningbonus>1>alestone;2fd7
0000961d4eef5ab44288beab2579e2c3e44bc488603f4ea4eac75c918702925f;miningbonus>1>ShelbytheHockeyPlayer;f3c3
00009dbec2a25f2e40b1c597affa0f2c2cf44626d94320e1b8c4f5a15f82acc5;miningbonus>1>Konstany;813e
0000fb6f5520a816a40ff6cb74fbdfda4a6e5e627526980ef94dab91cbb114d9;miningbonus>1>alestone;66d
000071412e947927781889042c5030b1b115a38f3841dd812df702e53b1a8ba3;miningbonus>1>ShelbytheHockeyPlayer;20e6
0000bcbdd1dda3e4abc5fd737a6ac4e88340207f54860916e895a8501ba855d7;miningbonus>1>Konstany;1b204
00001d36f88fe998637200d267a54726341e7674bba23ab4e650cc3f4bef2ca9;miningbonus>1>alestone;28eb2
0000b6166b36effda72f3f4d7fb7f2b721d8049e32e4805ce47e7e4eb32b477e;miningbonus>1>joshS;2b826
000027dc8b3a6cc5bcb5d524a7c9df921a759b7d9a3b85b40a25851644d71c98;miningbonus>1>Konstany;71
0000d995a09b61c41d25023af7c89bffc68ed3e1de81b4d58f86594822550932;miningbonus>1>alestone;53d9
0000975bb88d5733d911947d6967c841ae9aead34b0cce92f05b5c7ea78b7249;miningbonus>1>ShelbytheHockeyPlayer;10caf
000000bf8e1b8a55730417ed90d1b7867eb7c6f6a6aaa670c2389fc8db168f7b;miningbonus>1>Konstany;3fc
000006a9611357c7c894d13f6c3cf75102ed0d21085783da29a6db36c0426480;miningbonus>1>alestone;22198
000018f36156f6f2b1c52c83c916f610335c9f2bfd39f03631d24244a8c2f665;miningbonus>1>Konstany;3b20
00001da12eee396bafa7101215c038aba2d8fa9b35b60021782488ec0c500d9d;miningbonus>1>alestone;c437
0000a04137099763c7a5ef8315c18942c7f8a64513e18677ea849103c91a4736;miningbonus>1>joshS;21a1
0000c30e9367344bbbeb93349a0789e8c430aa1b4f6bbff9d8c36e41c4515480;miningbonus>1>ShelbytheHockeyPlayer;27754
00006ce4379c580c48917ebe7e5b4e66a88d0317c5cd1420370633352c286b46;miningbonus>1>alestone;22f3b
0000badc34c1eeadd131ce080527a2a15c5aef24582a60f9e89bcc9d58987f98;miningbonus>1>ShelbytheHockeyPlayer;5a77
00005f4a83c0cede1ff545de99679c0fec4fbaf3e6e0092b6e60670ac246af01;miningbonus>1>joshS;3630
0000be6478eab14941442aa6b6aedad8c88a16498ea52180c7523119b6c73f67;miningbonus>1>ShelbytheHockeyPlayer;15b2
000090eafcf33ee3241da7ac32633f843f28b5e9c6a39495d3c152bdcf91c8f8;miningbonus>1>Konstany;4b245
000090abd59fb1c3bd18c82b427b3b123a162766fcf186529fa046e40ed2091f;miningbonus>1>alestone;dfe6
0000872a16460fbf819a3978f3fc0f8ac52c024271f413f229e85d7876a8e2c1;miningbonus>1>alestone;150c
0000ce55c53b8ca8d79555dc6cb5266c36adf30d71149013c6ba2f4fc4647aec;miningbonus>1>Konstany;788f
0000beeb0f325c2c36e36a1c2775cf9e3146f82a9c8a34b8f535ed8b40aae76e;miningbonus>1>ShelbytheHockeyPlayer;c93a
0000a71c24a95ac7e8bb2d7bdc0db8768ed1b168780d7c6ba3ca1b0ef2323f16;miningbonus>1>Konstany;18cea
0000b60c9a277856a77d55098d83f51097ec14264f8124d5597e8b7855460a52;miningbonus>1>ShelbytheHockeyPlayer;c90e
00006d763ac658885da8748c5a68a836c61a9342edac20d7f086315479b52dc5;miningbonus>1>joshS;7d2f
0000868ccd15661b616a668b69b51ecab097f61fb5ab3d4fb9ffa8f92dd79273;miningbonus>1>Konstany;f65c
0000e65f589646c004f7c8dca4b86ed158ac111e95ab1237d46bb874ef0ce438;miningbonus>1>ShelbytheHockeyPlayer;fe70
00001999888041ca2f3142dbda7d722b562b39fd806a2c7e2ffece62457264d5;miningbonus>1>joshS;67a
0000572343a089618b698a58fc951b88585099426b0935c53f7b3f91eed02c2c;miningbonus>1>alestone;6aebf
0000853731ee99eb2cf5b1cfd3427285f53d732d69b87cccb82dd59874fe0a14;miningbonus>1>Konstany;ebc
0000284522a713ac768d11b337dd6c8cd72c608e804e55c572075961643a7c9f;miningbonus>1>Konstany;f610
0000c15e39efa3e65bed8dfdd740b1d0f5a0d02cd1f49317362d93c84942b70e;miningbonus>1>alestone;11989
0000815cff7ec5d4657a10ddb1fd1a1640213a080c20520fd7659e25ff0cd2ad;miningbonus>1>ShelbytheHockeyPlayer;1dac8
00001d196e51cfd05304014dccbcfab750f77af16f80a2ff984a7cc965498a4a;miningbonus>1>Konstany;ab1a
00001fc926a54ff7b8e6c2b03076ca502f82074e618e71931fa11f1c816b21cf;miningbonus>1>alestone;2bb77
0000fb922b784f29ac0a56aeb1e48f15e9204bd15108f9826a0b2e23a743479a;miningbonus>1>joshS;18937
0000a21ebbecb039fbf713c559817d8ba9b5fab6eb870c2f5d4cf93d383fa051;miningbonus>1>ShelbytheHockeyPlayer;152fd
0000c5f3ee712ec270334c57b7c38e516016af4297312aeb5831f4c2d036e952;miningbonus>1>Konstany;c1ba
00006a6b09b7c0c0ff2ccaea0ad9ed655502f72fa91877cb7438edcbb3058f80;miningbonus>1>alestone;a6d
00009298386b8d9e667b56129f069ada1244a361a301a011227f50658ed2f2a5;miningbonus>1>alestone;1c481
0000f055da7e7d49c3aff2337c6eafd8fffd3613a5b23dda1d2348355e2b17bc;miningbonus>1>Konstany;2abfa
0000f9555660cb58b7d3c8cc3c14ec752b4827295dae5ab9eae0ae798dc66686;miningbonus>1>joshS;18527
0000997b743addb8bbce00f8791a81b8e63ceab55c15dd4d780645cd2a28a0bc;miningbonus>1>ShelbytheHockeyPlayer;26c54
0000fbc97c2a103f5a6b5d65352f240b832abe2d7f8946b5b24901566909f371;miningbonus>1>Konstany;999c
0000da487666491f917cfae2e341a205514a9c8d748987eff1ef917046d3ff35;miningbonus>1>Konstany;2a4f
000031ae4af0cf835a7773e98b3f1a1a6f77512519fbbcfb6ffbb96bad43535d;miningbonus>1>ShelbytheHockeyPlayer;27569
00005bcfaa5c8d38657d3c824165d35a53cce2d6272289127aaba89a3f7935d8;miningbonus>1>Konstany;505a
00004580cef45cf8b5eb171971ac6e70a7f2773082a69dee1e82d9fb345b2f75;miningbonus>1>alestone;20b2
00007a8439d34ee0f0dba2a38c510939e3607b0f0e6d098983d1a569ccf471e2;miningbonus>1>joshS;6005
0000f5952cc2883e368eac99518e2dd262495e876d79eb6ff5132b57b8126412;miningbonus>1>alestone;10d4f
0000032b366b2dc0f45d745b988e1c57b843524f68b07e23fa32ad414eeaa346;miningbonus>1>Konstany;f31f
00000404f2d8ff0a5eb734be227a15628c22ce73ce7122dea9fa3af79753cc6d;miningbonus>1>joshS;1067
00002e08f6c65dd63060872f5dd4caff77c3c072251993a797d54131716534e0;miningbonus>1>ShelbytheHockeyPlayer;143a6
000021d3a11cbfd15ae9d617ded50cb65960c981dee95c13e3abe3c96f57f7b7;miningbonus>1>Konstany;7d6f
0000979104ec1e5d3ca8983999b38acb43b0f9b22bec1bc0f1bf736834b1ab2f;miningbonus>1>ShelbytheHockeyPlayer;1ba6b
00006321c28a34da6cab2f6e36b6f4197e3e6719303ed779c3ee23310243ea6b;miningbonus>1>Konstany;e328
00008d6356c3510cb99038b02efb232a151e07a6512d56545d548689d2504c76;miningbonus>1>alestone;4f975
00009e31ac2a2eca2372fb3192d7a11a0b234d131c615663bed5b05738a6508e;miningbonus>1>joshS;13c0a
0000a5cfada59156f4ee77e21183e14c24dd050432c8edbeca04729e1b229b61;miningbonus>1>alestone;1a3
0000c54289eb454ae31b761ee043c09e58401b53ab2e3f15e4167cccd2caeabb;miningbonus>1>Konstany;11de3
00004ee3160a9516861ebad343ef2019a50af025ee83e79d98cb911b0b369618;miningbonus>1>ShelbytheHockeyPlayer;15107
000055bb95ab497100176562420bd9ba504e7a1aa73efdcf85ddafbffe4742ea;miningbonus>1>alestone;12212
0000fb38327c32f61a661a8e8e00f89ddffcc9bdc61c2045d0417194e6b46284;miningbonus>1>Konstany;915c
000082c36f09663577d3063b925c24435d95b3291e7980cbacc9a340b68b2b55;miningbonus>1>ShelbytheHockeyPlayer;30f9
0000ce3531420f20e5f6157e41f4d91ca0c92fb425f50204015f8915cfc3f840;miningbonus>1>alestone;bd97
0000ddc89128224cbf42aa6f4b45dc2b46399184a72e9aac2f1ccb8c3d1acab3;miningbonus>1>joshS;20295
0000d9907dd6042fc8743c3081def7b790cc6f394bfd26c25da48731e81cd958;miningbonus>1>ShelbytheHockeyPlayer;cb10
0000f0565f53b4da69c7842a187e92e5e448942366bcdebfd0143ee21f183d31;miningbonus>1>alestone;f83c
0000003036765dba7d6dc109757271d2261bd12c01c509830935ffe6ef475c23;miningbonus>1>Konstany;2df7b
00006a4e4c54c1d152902f4e695bbb3c6dd44bd4688e7a4ed672c440a5676e22;miningbonus>1>alestone;4c67
0000d57ca8f93d273980d7c8794b5c06e434896785926a864ddf40cc117d2b40;miningbonus>1>ShelbytheHockeyPlayer;a0c7
0000adfb1e5d7a95ade38627e4ee982c342baca540938619043cee94c36b4af2;miningbonus>1>joshS;9bec
0000fb7d68db85a61dd45c7b3c8c79b8a55e77dac4c74a99bc8d6458d05b2d06;miningbonus>1>Konstany;3bf8
0000d385a8a58c53c5b8dbb7d66bace1dad161c0e3a0e432fa4de085c2e15bdc;miningbonus>1>alestone;1dedd
000093d7c236804fd68a54dd28943009701ee49c99eac0081cfa341803924224;miningbonus>1>ShelbytheHockeyPlayer;d684
00008633c9169297d37b02a88b4cb44fb061d75bac82663aa61588c091349b84;miningbonus>1>alestone;81c5
0000806774180e79793a17ca7a44fc9f4d3c2faa7c1fa98d16ccc1fc46509ba2;miningbonus>1>Konstany;1580d
0000b8fee2359ffc2c0739dd61458127fadd6a66ae9c4ce363944ae0f30ca326;miningbonus>1>ShelbytheHockeyPlayer;8168
0000d6dc7b03d161edde9a8f1972ec56044de6c50bf126df0bd2b04341789a74;miningbonus>1>alestone;1a08c
0000df5b11bbc979b5b14b9c05269412b1d7380f7400f899b49f946bd2f44c08;miningbonus>1>Konstany;e578
0000e20128e289f314b452b39b43cb2419e28efb152985c0c43494b5b353daac;miningbonus>1>ShelbytheHockeyPlayer;5c9d
00007cfa0f3f4eabd6786a5655896f5fa24caa665b0a035a298bb68d0f338409;miningbonus>1>joshS;bfb1
00003d63d774d9def9ecfd69fc167079e1b0eb128b6f129b0511de8fea14b0ea;miningbonus>1>alestone;4664
00003470f70348aaf6f3f39f13907f2fcc294651bebe63a78a61fae5c95360ef;miningbonus>1>Konstany;17119
0000d91b650915755aa333090ec46cedf1b571ed5de12f8199ed36c256512a1e;miningbonus>1>ShelbytheHockeyPlayer;b7b2
0000d42ffe03ea468dba96eecf1a2fcd373d6d1340a3a50e895c608dc4bd0f70;miningbonus>1>ShelbytheHockeyPlayer;280f
0000c39372d864cff97d6cd2321a4e3b43c58905bc4e5cd2c883f82f3477917b;miningbonus>1>Konstany;8522
0000996b1f804feb4114c752aca3adbf73e7bb462d45e2a0e8d3642270ad6229;miningbonus>1>joshS;12fca
0000ceed6e5313cee42a011acf70eda5bb2b8c4a9ee145a88d5eaf1a3dc90bfe;miningbonus>1>Konstany;4b94
00002330d25f84126ab54e9677a6bf40004f2af50e3cdaceaddcccd4ddcb8de2;miningbonus>1>joshS;1ee7
0000619fef50cbcca4a928dc78efe14dcd72384cf0e99c47a85a36ad930b660c;miningbonus>1>Konstany;6634
00005c47aae5f01251ef94f57d3fcad089d3ae7219f6fa253ca04699e9a384f4;miningbonus>1>ShelbytheHockeyPlayer;22091
0000be86ccf79b2ad54b41aebd3804e501619d70ff071af408104f99556fcc28;miningbonus>1>Konstany;ae72
0000e4703ba268ab0cf47e553a8e51a0162348c84f12ae9e7e1db46a29eb27d5;miningbonus>1>alestone;a7919
00003c7c8782bbbbfbda60546c77f7fba5d6190131ed1617379f2f5003467223;miningbonus>1>Konstany;19ea9
0000c7605cb75180298f1440f87dd3f61696d469eb507c8c89659d48ef3fa3d9;miningbonus>1>joshS;18452
00000981bd7cd9c39f95e29e781a1cd39e48ad9c6d14284a58791687d7eba319;miningbonus>1>ShelbytheHockeyPlayer;24062
00007dd2d41f36299636b283539f009adeca31fcd636005ef89c48a43afeeb59;miningbonus>1>alestone;f961
00007333e62f4ee437fa5846b23808fa5560a2c3fdc5439bf614fd8c194cae81;miningbonus>1>Konstany;4616
0000b0f661e02e9c7292a10cab563f84edea2e400e9d64e019f59c97b5b0ffb2;miningbonus>1>ShelbytheHockeyPlayer;845e
00004c468a1e43cbcb5937f1a1bef84e8b528a0294f729723a16771b17c606f0;miningbonus>1>alestone;7fb5
00004b613f99786cbeb52850e55e30164582f18c0ef1978a2b551fc4d66e22be;miningbonus>1>alestone;1ae6
0000ab56291562e2cacbe38ece6444ec69fdb526f46b5ef250090468e54d549c;miningbonus>1>Konstany;16f4f
0000b5b1b827d64ddeacdb14c27e7ed46f071fbae58cbb93420eb368d46ce3dd;miningbonus>1>alestone;425b
000099d10c2e05c9bd2ffa6b81cb358086638fa0f2bba976b9b68a4759738d51;miningbonus>1>joshS;acc4
00003f16a9d7b977366d3a424c6cffaed842bb1cb4df2108256515aa095188ae;miningbonus>1>ShelbytheHockeyPlayer;1c4e0
0000ac3db66368db17259f154cf2ad5a832b5e151724231705e7c5d410becbe2;miningbonus>1>Konstany;197b1
00006ca9d227896e1d1529d55b13855411e4403f5f1cf5a81bd7cee9f0126aae;miningbonus>1>alestone;23c78
000020084ba3007a732f842fed592c40bb0985d600fdbe2275cedfdbc04530c4;miningbonus>1>Konstany;10d2a
0000343ebd521c31753b8ebd3105bb80e858f83b4e06415c8e74c34cbc7b60b6;miningbonus>1>alestone;12887
0000bc5cfff8fb29979ba4090016ff73d44b6c7d8a0bd7bc4063cfa333a3124c;miningbonus>1>alestone;6e9
0000e72499233f7354ec42d0e973c6065b3ee8f1c1f6c045d4df1ecbfa8a2da2;miningbonus>1>alestone;38be
00002e3494b223d86a95ed19ea45c112a5e73ffb0275ae83a58b32be9031537c;miningbonus>1>Konstany;3ca2c
0000411ba2aee949010f000158c1205d420718be72dece1a7d8e1f0f72961d63;miningbonus>1>joshS;257c9
0000ccb596b0d6214e4b87ac45d1388cc48db382aab7a714639aa59a169903f9;miningbonus>1>alestone;343ff
0000722fd079435f6b591b0b75d9e16caa1e227ab0001af5d74bc2f15debb7c0;miningbonus>1>ShelbytheHockeyPlayer;570fd
000054f978afc62ed340bfd5397f3fc75f9251de5d2a9d843395dfeea0979a09;miningbonus>1>Konstany;6495
00001a47acffadd811176c811861b46d20b9954125e8f530cd5889d7a0beb76a;miningbonus>1>alestone;75e7
000041c95b1612b7b2eab13903772ccb8d7269c4d2f2fe266afdb1bacb2623c2;miningbonus>1>ShelbytheHockeyPlayer;914c
0000e53844fb835192318ddf13ac40f20e9e138c46e05ec65dab27de8eeab58a;miningbonus>1>joshS;5c3b
00000d6cd4ebd668ab86a12bcded9645a43d51f0535ba560ea528511682fd34d;miningbonus>1>Konstany;b53a
000003950108d4407e7ed506263b3f30a3663b2d3c9031d671b993d17997c9de;miningbonus>1>ShelbytheHockeyPlayer;1ac8
00003cdb4d7ab8baa316a1d15cf348dc0ab39c348383928a8d6bc367a54d2c4f;miningbonus>1>alestone;145bb
0000df6b1eaf72a0f234aad96640377aab8f1aeed910769ae01727350a6a67ea;miningbonus>1>Konstany;2f5b
0000e4f8a13bfcc1996a8e4a245b0380cffac3294c4ac6efcf3e7a3ebd8effaa;miningbonus>1>alestone;13455
0000d4346efd1b110b4bfb0fa1bc40769fa789435c71886844b63230a205a430;miningbonus>1>ShelbytheHockeyPlayer;aca4
0000f1148dae46253fd924472618d7c71ba9bfee91db6ae906772bf3551b12b2;miningbonus>1>alestone;89ab
00004b2d9fa95b30dcbe320206943ad5b28bc43f9fcb116359d73d2706eb38b3;miningbonus>1>Konstany;18691
000098de8fb7a709163667496e88aea7621ca602c38c9102e06f48b989679730;miningbonus>1>Konstany;21d9
0000f305615649ad56617ea0084e44bc803d8f935130295f542e77c87fb25c91;miningbonus>1>ShelbytheHockeyPlayer;12ce9
00003bd3eec790c447488f56a4cf5dcb140e37f43b6107284e3fc56f2e749ab3;miningbonus>1>alestone;11939
000079fbda5781d93adc8980922051d8e208775b851234b28de36adfa5124df3;miningbonus>1>joshS;14910
00000b60dba25be1e066c4f5c20fe21df5e0a8e6a7f95fec0b93eee1eb194470;miningbonus>1>Konstany;10194
00004e0fff51fecc37e40136539807a2e2c2ccd056104f49705560c343d06f98;miningbonus>1>ShelbytheHockeyPlayer;10e76
00004514a50bfb020617695e412ee533fbdb50442498222692ca7f394bfc73a4;miningbonus>1>alestone;1a1d4
0000f8043f7c867a8c4ad0007d48a697ba417cefa951c22569ce9d9e0a307aa1;miningbonus>1>Konstany;8bff
000027ffae96365296ee681d210f9389ba11d44d0723168f362befede02b2ab6;miningbonus>1>alestone;1a5bc
00000c2915a55a947f0a140516abfaa7b89cff148cced5aafb0bc2954ca51c12;miningbonus>1>ShelbytheHockeyPlayer;10883
0000d2abaeb598257c14046fc46fb444c26d84b23a3cd0f139a8917e1fa7067f;miningbonus>1>ShelbytheHockeyPlayer;3b8
00000e0bd2c16f769079073dc4a9ac1c8bb283c59dd1f5cedc003f67095e9a5b;miningbonus>1>Konstany;189c9
0000ee36d0fd1a042d9a6df284738a3f4b3f72f9d9c4c82bacdd4d74169928c1;miningbonus>1>joshS;422a
0000544896f806c08b5785bc5d587f9c6646998498eb8c7f3945f308cabeae81;miningbonus>1>alestone;159a2
0000029b9b023b7f70f598bf132957e6c86c235635dc93c00cf62dde1e59425a;miningbonus>1>Konstany;841
0000a5068f93c3c4cce1dab5ccca401d2232e9181b3632f852d5a096cd6d9899;miningbonus>1>alestone;1c722
00003bf4247af9222bf0a687d892d755f4e945137d800e35bf19c0fcedca91be;miningbonus>1>alestone;e28b
00005245aeb6b0c36e99634408851e60cdbfc54be96bd7162f3a4eedf3b2b9b3;miningbonus>1>ShelbytheHockeyPlayer;2d991
00009b444782052952924ebf8328b150098beadb69b6c6f8d89d4be46a36039a;miningbonus>1>alestone;7fbc
000031cb8cec2444204dec35481e4ece175626fef3ce38b33f7bf729bae74c4c;miningbonus>1>Konstany;2e831
0000aef9e79ed4216de66c40ec60571db6b396489bad7d62d5e358cb8eaf717e;miningbonus>1>alestone;406
00005ae4addd891b9b38571da34267309d83a7f01fca96459b6de333a873990f;miningbonus>1>ShelbytheHockeyPlayer;e922
0000d8ef561c9b78239236ae3cdf00d93d702187aae0a96dc15f11e26f1b8eec;miningbonus>1>Konstany;12ad
00002b977ddd006a5074d4821fb2d61d2ae16b936b9b23a09fdc0d8b553146b4;miningbonus>1>alestone;50ff
